Vastus medialis (mV)	Time (ms)
-0.0165	0.203
-0.012	0.204
-0.0068	0.205
-0.0068	0.206
-0.0068	0.207
-0.0053	0.208
-0.0046	0.209
-0.0038	0.21
-0.0053	0.211
-0.0083	0.212
-0.0158	0.213
-0.0203	0.214
-0.0203	0.215
-0.027	0.216
-0.0315	0.217
-0.0338	0.218
-0.03	0.219
-0.0173	0.22
-0.0098	0.221
-0.0068	0.222
-0.012	0.223
-0.0158	0.224
-0.0128	0.225
-0.0158	0.226
-0.0105	0.227
-0.0083	0.228
-0.003	0.229
0.0022	0.23
0.0022	0.231
-0.0008	0.232
-0.0128	0.233
-0.0203	0.234
-0.0181	0.235
-0.0203	0.236
-0.0218	0.237
-0.0195	0.238
-0.0195	0.239
-0.0233	0.24
-0.0233	0.241
-0.0233	0.242
-0.024	0.243
-0.0181	0.244
-0.0105	0.245
-0.0053	0.246
-0.0046	0.247
-0.0098	0.248
-0.0165	0.249
-0.0181	0.25
-0.0218	0.251
-0.027	0.252
-0.024	0.253
-0.0203	0.254
-0.0128	0.255
-0.0068	0.256
-0.0068	0.257
-0.003	0.258
0.0015	0.259
-0.0008	0.26
-0.0105	0.261
-0.0181	0.262
-0.0248	0.263
-0.027	0.264
-0.0143	0.265
-0.0083	0.266
-0.012	0.267
-0.0165	0.268
-0.027	0.269
-0.033	0.27
-0.0383	0.271
-0.0383	0.272
-0.0323	0.273
-0.027	0.274
-0.0165	0.275
-0.0181	0.276
-0.0256	0.277
-0.0248	0.278
-0.027	0.279
-0.0285	0.28
-0.0323	0.281
-0.0383	0.282
-0.0308	0.283
-0.0165	0.284
0.009	0.285
0.0277	0.286
0.0315	0.287
0.0247	0.288
0.006	0.289
-0.0008	0.29
-0.0068	0.291
-0.012	0.292
-0.0098	0.293
-0.0135	0.294
-0.0143	0.295
-0.0195	0.296
-0.0293	0.297
-0.0346	0.298
-0.0436	0.299
-0.0458	0.3
-0.045	0.301
-0.033	0.302
-0.0135	0.303
-0.0053	0.304
-0.0053	0.305
-0.0083	0.306
-0.012	0.307
-0.012	0.308
-0.0068	0.309
-0.003	0.31
0.0007	0.311
-0.0015	0.312
-0.0098	0.313
-0.012	0.314
-0.0203	0.315
-0.0181	0.316
-0.0165	0.317
-0.0203	0.318
-0.027	0.319
-0.0293	0.32
-0.0135	0.321
-0.0083	0.322
-0.0038	0.323
-0.0068	0.324
-0.0181	0.325
-0.021	0.326
-0.0278	0.327
-0.024	0.328
-0.0181	0.329
-0.0075	0.33
0.0015	0.331
-0.0053	0.332
-0.0173	0.333
-0.033	0.334
-0.0383	0.335
-0.0338	0.336
-0.03	0.337
-0.0143	0.338
0.0022	0.339
0.0045	0.34
-0.0008	0.341
-0.012	0.342
-0.0233	0.343
-0.024	0.344
-0.0203	0.345
-0.0181	0.346
-0.0195	0.347
-0.0285	0.348
-0.0398	0.349
-0.042	0.35
-0.0346	0.351
-0.0256	0.352
-0.0181	0.353
-0.0135	0.354
-0.012	0.355
-0.003	0.356
-0.003	0.357
-0.006	0.358
-0.003	0.359
0.0037	0.36
0.0202	0.361
0.018	0.362
0.0007	0.363
-0.0083	0.364
-0.0203	0.365
-0.0233	0.366
-0.021	0.367
-0.0218	0.368
-0.0218	0.369
-0.033	0.37
-0.039	0.371
-0.0383	0.372
-0.0368	0.373
-0.0293	0.374
-0.015	0.375
-0.003	0.376
0.003	0.377
0.0015	0.378
-0.0046	0.379
-0.006	0.38
-0.0158	0.381
-0.0225	0.382
-0.0218	0.383
-0.0195	0.384
-0.0181	0.385
-0.0248	0.386
-0.024	0.387
-0.0278	0.388
-0.0225	0.389
-0.0195	0.39
-0.0256	0.391
-0.0181	0.392
-0.0188	0.393
-0.0158	0.394
-0.0068	0.395
0.0105	0.396
0.0217	0.397
0.009	0.398
-0.0015	0.399
-0.0181	0.4
-0.0293	0.401
-0.0315	0.402
-0.0308	0.403
-0.024	0.404
-0.0181	0.405
-0.0158	0.406
-0.024	0.407
-0.0368	0.408
-0.042	0.409
-0.0458	0.41
-0.0383	0.411
-0.027	0.412
-0.0203	0.413
-0.0098	0.414
0.006	0.415
0.018	0.416
0.0135	0.417
0.0045	0.418
-0.0098	0.419
-0.0158	0.42
-0.0128	0.421
-0.0143	0.422
-0.0068	0.423
-0.0113	0.424
-0.0195	0.425
-0.0225	0.426
-0.0256	0.427
-0.0218	0.428
-0.0225	0.429
-0.0263	0.43
-0.0353	0.431
-0.0443	0.432
-0.039	0.433
-0.021	0.434
-0.0053	0.435
-0.0015	0.436
0.015	0.437
0.0307	0.438
0.027	0.439
0.0232	0.44
-0.0015	0.441
-0.0256	0.442
-0.033	0.443
-0.0353	0.444
-0.0308	0.445
-0.0308	0.446
-0.027	0.447
-0.03	0.448
-0.039	0.449
-0.0405	0.45
-0.042	0.451
-0.0368	0.452
-0.0158	0.453
-0.0008	0.454
0.003	0.455
0.0037	0.456
-0.0038	0.457
-0.0083	0.458
-0.0083	0.459
0.003	0.46
0.0067	0.461
0.0015	0.462
-0.0038	0.463
-0.0181	0.464
-0.0293	0.465
-0.033	0.466
-0.0293	0.467
-0.021	0.468
-0.0188	0.469
-0.0203	0.47
-0.0203	0.471
-0.0195	0.472
-0.0083	0.473
0.0	0.474
-0.003	0.475
-0.012	0.476
-0.0278	0.477
-0.0315	0.478
-0.0256	0.479
-0.012	0.48
-0.0008	0.481
-0.0023	0.482
-0.0128	0.483
-0.0218	0.484
-0.0181	0.485
-0.0091	0.486
-0.0015	0.487
-0.006	0.488
-0.0128	0.489
-0.012	0.49
-0.0091	0.491
-0.0053	0.492
-0.0083	0.493
-0.012	0.494
-0.0203	0.495
-0.0293	0.496
-0.03	0.497
-0.0263	0.498
-0.0263	0.499
-0.0308	0.5
-0.0256	0.501
-0.0203	0.502
-0.0188	0.503
-0.0256	0.504
-0.0315	0.505
-0.0346	0.506
-0.0368	0.507
-0.027	0.508
-0.0158	0.509
-0.0105	0.51
-0.0158	0.511
-0.0158	0.512
-0.0128	0.513
-0.0158	0.514
-0.0083	0.515
-0.006	0.516
-0.0068	0.517
-0.0105	0.518
-0.0128	0.519
-0.0046	0.52
-0.0046	0.521
-0.0015	0.522
-0.0038	0.523
-0.0158	0.524
-0.0263	0.525
-0.0293	0.526
-0.024	0.527
-0.0203	0.528
-0.024	0.529
-0.033	0.53
-0.0353	0.531
-0.0383	0.532
-0.033	0.533
-0.0293	0.534
-0.0218	0.535
-0.003	0.536
0.0165	0.537
0.0285	0.538
0.0202	0.539
0.018	0.54
0.0157	0.541
0.009	0.542
0.0015	0.543
-0.0195	0.544
-0.03	0.545
-0.039	0.546
-0.0353	0.547
-0.0105	0.548
0.0015	0.549
0.0022	0.55
-0.0008	0.551
-0.0135	0.552
-0.0285	0.553
-0.039	0.554
-0.0511	0.555
-0.0585	0.556
-0.057	0.557
-0.0361	0.558
-0.0203	0.559
-0.0256	0.56
-0.0308	0.561
-0.0346	0.562
-0.0293	0.563
-0.0135	0.564
-0.0053	0.565
-0.0008	0.566
0.006	0.567
0.0142	0.568
0.0105	0.569
0.003	0.57
0.0067	0.571
0.0045	0.572
-0.0083	0.573
-0.0225	0.574
-0.0308	0.575
-0.03	0.576
-0.0368	0.577
-0.0436	0.578
-0.042	0.579
-0.0308	0.58
-0.0165	0.581
-0.0135	0.582
-0.0195	0.583
-0.0263	0.584
-0.0383	0.585
-0.048	0.586
-0.045	0.587
-0.012	0.588
0.0277	0.589
0.0495	0.59
0.054	0.591
0.0397	0.592
0.0457	0.593
0.0577	0.594
0.0307	0.595
0.0007	0.596
-0.0203	0.597
-0.0473	0.598
-0.066	0.599
-0.0713	0.6
-0.0728	0.601
-0.0691	0.602
-0.0578	0.603
-0.054	0.604
-0.0533	0.605
-0.0436	0.606
-0.0315	0.607
-0.0165	0.608
0.0015	0.609
0.012	0.61
0.0135	0.611
0.0045	0.612
-0.0083	0.613
-0.0165	0.614
-0.0181	0.615
-0.0203	0.616
-0.0248	0.617
-0.0128	0.618
-0.0015	0.619
-0.0008	0.62
-0.006	0.621
-0.0083	0.622
-0.0038	0.623
-0.0068	0.624
-0.012	0.625
-0.0181	0.626
-0.027	0.627
-0.0346	0.628
-0.033	0.629
-0.0233	0.63
-0.0105	0.631
-0.0068	0.632
-0.0128	0.633
-0.0105	0.634
-0.0053	0.635
-0.003	0.636
-0.0083	0.637
-0.0195	0.638
-0.0158	0.639
-0.0128	0.64
-0.0128	0.641
-0.0128	0.642
-0.015	0.643
-0.0165	0.644
-0.0143	0.645
-0.0038	0.646
-0.0091	0.647
-0.0135	0.648
-0.0135	0.649
-0.0165	0.65
-0.0135	0.651
-0.0233	0.652
-0.0346	0.653
-0.039	0.654
-0.0368	0.655
-0.0278	0.656
-0.0263	0.657
-0.0143	0.658
-0.0053	0.659
-0.003	0.66
-0.0046	0.661
-0.0046	0.662
0.0105	0.663
0.0187	0.664
0.0067	0.665
-0.0038	0.666
-0.0075	0.667
-0.021	0.668
-0.027	0.669
0.0037	0.67
0.0577	0.671
0.0772	0.672
0.0405	0.673
-0.015	0.674
-0.0495	0.675
-0.0653	0.676
-0.081	0.677
-0.0758	0.678
-0.081	0.679
-0.0938	0.68
-0.1013	0.681
-0.1163	0.682
-0.0893	0.683
-0.054	0.684
-0.0203	0.685
0.0	0.686
-0.0203	0.687
-0.0248	0.688
-0.0225	0.689
-0.0015	0.69
0.0202	0.691
0.021	0.692
0.0292	0.693
0.0247	0.694
0.0195	0.695
0.018	0.696
0.0195	0.697
0.0195	0.698
0.0165	0.699
0.0165	0.7
0.009	0.701
0.0015	0.702
-0.0278	0.703
-0.0525	0.704
-0.0518	0.705
-0.0353	0.706
-0.0181	0.707
-0.0233	0.708
-0.0225	0.709
-0.0105	0.71
-0.0008	0.711
0.0127	0.712
0.0165	0.713
0.0007	0.714
-0.0308	0.715
-0.045	0.716
-0.03	0.717
-0.0256	0.718
-0.027	0.719
-0.012	0.72
-0.0068	0.721
-0.0128	0.722
-0.0158	0.723
-0.021	0.724
-0.0225	0.725
-0.0256	0.726
-0.0293	0.727
-0.0293	0.728
-0.0293	0.729
-0.0256	0.73
-0.0263	0.731
-0.0278	0.732
-0.0338	0.733
-0.0233	0.734
0.0052	0.735
0.0165	0.736
0.015	0.737
0.0045	0.738
-0.0075	0.739
-0.0068	0.74
-0.003	0.741
0.0015	0.742
-0.0075	0.743
-0.0263	0.744
-0.045	0.745
-0.0578	0.746
-0.0713	0.747
-0.093	0.748
-0.1088	0.749
-0.0893	0.75
-0.0053	0.751
0.0727	0.752
0.0922	0.753
0.1057	0.754
0.1042	0.755
0.072	0.756
0.0405	0.757
0.0052	0.758
-0.033	0.759
-0.0548	0.76
-0.075	0.761
-0.0863	0.762
-0.0698	0.763
-0.0458	0.764
-0.0256	0.765
-0.0233	0.766
-0.027	0.767
-0.021	0.768
-0.0181	0.769
-0.0173	0.77
-0.0323	0.771
-0.039	0.772
-0.0308	0.773
-0.0158	0.774
-0.0068	0.775
-0.0105	0.776
0.0075	0.777
0.0217	0.778
0.0157	0.779
-0.0023	0.78
-0.0218	0.781
-0.0218	0.782
-0.024	0.783
-0.0195	0.784
-0.0038	0.785
0.0075	0.786
-0.003	0.787
-0.0181	0.788
-0.0173	0.789
-0.0105	0.79
-0.0046	0.791
-0.0263	0.792
-0.0405	0.793
-0.0525	0.794
-0.0645	0.795
-0.0653	0.796
-0.0638	0.797
-0.0503	0.798
-0.0443	0.799
-0.0323	0.8
-0.0248	0.801
-0.0143	0.802
-0.0038	0.803
0.009	0.804
0.0442	0.805
0.0712	0.806
0.0712	0.807
0.0382	0.808
-0.0075	0.809
-0.039	0.81
-0.048	0.811
-0.0383	0.812
-0.0383	0.813
-0.0555	0.814
-0.0653	0.815
-0.0578	0.816
-0.0436	0.817
-0.0225	0.818
0.003	0.819
0.0127	0.82
0.0037	0.821
-0.0068	0.822
-0.0008	0.823
0.012	0.824
0.012	0.825
0.0045	0.826
-0.0105	0.827
-0.0278	0.828
-0.0383	0.829
-0.0278	0.83
-0.0098	0.831
-0.0046	0.832
-0.0188	0.833
-0.0495	0.834
-0.0818	0.835
-0.0668	0.836
-0.0346	0.837
-0.0263	0.838
0.0	0.839
0.0285	0.84
0.0622	0.841
0.0855	0.842
0.063	0.843
0.0217	0.844
0.003	0.845
0.0067	0.846
0.003	0.847
-0.0038	0.848
0.0015	0.849
0.0277	0.85
0.0352	0.851
0.0202	0.852
-0.0158	0.853
-0.0871	0.854
-0.1088	0.855
-0.093	0.856
-0.0953	0.857
-0.0953	0.858
-0.0848	0.859
-0.0645	0.86
-0.054	0.861
-0.0443	0.862
-0.0293	0.863
-0.0346	0.864
-0.0443	0.865
-0.0555	0.866
-0.057	0.867
-0.0503	0.868
-0.0361	0.869
-0.0068	0.87
0.0315	0.871
0.0495	0.872
0.0532	0.873
0.075	0.874
0.0825	0.875
0.0427	0.876
-0.0173	0.877
-0.0555	0.878
-0.0548	0.879
-0.0203	0.88
-0.0113	0.881
-0.0023	0.882
0.0232	0.883
0.0292	0.884
0.0577	0.885
0.0607	0.886
0.0195	0.887
-0.0113	0.888
-0.0383	0.889
-0.048	0.89
-0.0338	0.891
-0.0278	0.892
-0.0713	0.893
-0.129	0.894
-0.1268	0.895
-0.0735	0.896
-0.0218	0.897
0.0315	0.898
0.0585	0.899
0.0457	0.9
0.0502	0.901
0.0532	0.902
0.0322	0.903
-0.0075	0.904
-0.057	0.905
-0.0915	0.906
-0.0968	0.907
-0.0728	0.908
-0.0346	0.909
-0.027	0.91
-0.0443	0.911
-0.057	0.912
-0.0511	0.913
-0.0323	0.914
-0.0188	0.915
0.0322	0.916
0.0487	0.917
0.0165	0.918
-0.0105	0.919
-0.0323	0.92
-0.0158	0.921
-0.0015	0.922
0.0165	0.923
0.0187	0.924
-0.0203	0.925
-0.0563	0.926
-0.0706	0.927
-0.0473	0.928
-0.0458	0.929
-0.0511	0.93
-0.0218	0.931
0.0345	0.932
0.0855	0.933
0.1335	0.934
0.1785	0.935
0.1222	0.936
0.051	0.937
-0.0278	0.938
-0.1741	0.939
-0.2761	0.94
-0.2895	0.941
-0.2055	0.942
-0.0758	0.943
0.0547	0.944
0.1192	0.945
0.105	0.946
0.0832	0.947
0.0802	0.948
0.1297	0.949
0.126	0.95
0.0495	0.951
-0.0503	0.952
-0.1403	0.953
-0.159	0.954
-0.1478	0.955
-0.0975	0.956
-0.0645	0.957
-0.0488	0.958
-0.015	0.959
-0.0158	0.96
-0.0203	0.961
-0.0308	0.962
-0.0368	0.963
-0.0653	0.964
-0.0773	0.965
-0.0495	0.966
-0.0181	0.967
0.027	0.968
0.0442	0.969
0.0517	0.97
0.0367	0.971
-0.0053	0.972
-0.039	0.973
-0.0428	0.974
-0.0525	0.975
-0.0608	0.976
-0.0218	0.977
0.0307	0.978
0.0862	0.979
0.1012	0.98
0.0817	0.981
0.0502	0.982
0.03	0.983
0.0142	0.984
-0.0668	0.985
-0.135	0.986
-0.1426	0.987
-0.0863	0.988
-0.0165	0.989
0.0202	0.99
0.0577	0.991
0.0472	0.992
0.036	0.993
0.0435	0.994
0.0277	0.995
-0.0105	0.996
-0.057	0.997
-0.0691	0.998
0.0007	0.999
0.1335	1.0
0.1492	1.001
0.0555	1.002
-0.0645	1.003
-0.1426	1.004
-0.1215	1.005
-0.1148	1.006
-0.1373	1.007
-0.1995	1.008
-0.2138	1.009
-0.126	1.01
-0.0743	1.011
-0.0368	1.012
0.024	1.013
0.051	1.014
0.0352	1.015
0.0142	1.016
0.0045	1.017
0.0495	1.018
0.0997	1.019
0.093	1.02
0.0405	1.021
-0.0188	1.022
-0.0346	1.023
-0.0548	1.024
-0.075	1.025
-0.0795	1.026
-0.063	1.027
-0.027	1.028
0.006	1.029
0.03	1.03
0.057	1.031
0.1005	1.032
0.135	1.033
0.1117	1.034
0.0592	1.035
0.0637	1.036
0.1252	1.037
0.1395	1.038
0.0	1.039
-0.129	1.04
-0.192	1.041
-0.1875	1.042
-0.0436	1.043
0.0975	1.044
0.1447	1.045
0.0652	1.046
-0.0413	1.047
-0.156	1.048
-0.2273	1.049
-0.2385	1.05
-0.312	1.051
-0.3195	1.052
-0.264	1.053
-0.18	1.054
-0.0623	1.055
0.0075	1.056
0.0592	1.057
0.1177	1.058
0.165	1.059
0.1717	1.06
0.1477	1.061
0.1387	1.062
0.1215	1.063
0.1087	1.064
0.0945	1.065
0.0232	1.066
-0.063	1.067
-0.1215	1.068
-0.1268	1.069
-0.1065	1.07
-0.048	1.071
0.093	1.072
0.2332	1.073
0.2355	1.074
0.0772	1.075
-0.099	1.076
-0.2063	1.077
-0.2018	1.078
-0.1335	1.079
-0.075	1.08
-0.0436	1.081
-0.0608	1.082
-0.063	1.083
-0.0511	1.084
-0.081	1.085
-0.099	1.086
-0.0825	1.087
-0.0338	1.088
-0.0091	1.089
-0.0458	1.09
-0.0533	1.091
-0.0218	1.092
0.0052	1.093
0.0165	1.094
0.057	1.095
0.0615	1.096
0.0517	1.097
0.1777	1.098
0.2572	1.099
0.1492	1.1
0.066	1.101
-0.0008	1.102
-0.0743	1.103
-0.1125	1.104
-0.216	1.105
-0.2723	1.106
-0.2528	1.107
-0.1575	1.108
-0.0181	1.109
0.0577	1.11
0.0915	1.111
0.1087	1.112
0.1012	1.113
0.0817	1.114
0.0607	1.115
0.0472	1.116
0.063	1.117
0.0232	1.118
-0.0458	1.119
-0.1155	1.12
-0.1553	1.121
-0.1253	1.122
-0.0706	1.123
-0.0015	1.124
0.0907	1.125
0.207	1.126
0.1612	1.127
0.0967	1.128
0.1042	1.129
0.0517	1.13
-0.0353	1.131
-0.1575	1.132
-0.1815	1.133
-0.2026	1.134
-0.1838	1.135
-0.0983	1.136
-0.0346	1.137
-0.0308	1.138
-0.105	1.139
-0.1043	1.14
-0.1343	1.141
-0.078	1.142
-0.0165	1.143
0.0345	1.144
0.1365	1.145
0.0382	1.146
-0.0713	1.147
-0.0871	1.148
-0.105	1.149
-0.1125	1.15
-0.1163	1.151
-0.0675	1.152
0.0375	1.153
0.069	1.154
0.048	1.155
0.0465	1.156
0.0832	1.157
0.1162	1.158
0.0825	1.159
0.0375	1.16
0.0442	1.161
0.0592	1.162
0.0255	1.163
-0.0068	1.164
-0.0428	1.165
-0.0503	1.166
-0.0885	1.167
-0.189	1.168
-0.258	1.169
-0.2325	1.17
-0.159	1.171
-0.0165	1.172
0.2475	1.173
0.3427	1.174
0.2385	1.175
0.1597	1.176
0.111	1.177
0.0862	1.178
0.0495	1.179
0.0195	1.18
0.0217	1.181
-0.0233	1.182
-0.1358	1.183
-0.1898	1.184
-0.1741	1.185
-0.0053	1.186
0.2977	1.187
0.3232	1.188
0.0585	1.189
-0.2011	1.19
-0.324	1.191
-0.3758	1.192
-0.4088	1.193
-0.3645	1.194
-0.2828	1.195
-0.1253	1.196
-0.0233	1.197
0.0217	1.198
0.0667	1.199
0.0765	1.2
0.1522	1.201
0.1912	1.202
0.1822	1.203
0.1447	1.204
0.1155	1.205
0.0937	1.206
0.0817	1.207
0.1132	1.208
0.1005	1.209
0.0217	1.21
-0.0083	1.211
-0.0015	1.212
-0.0968	1.213
-0.1298	1.214
-0.1426	1.215
-0.1478	1.216
-0.0945	1.217
-0.0225	1.218
0.123	1.219
0.2175	1.22
0.1687	1.221
-0.0465	1.222
-0.2813	1.223
-0.3285	1.224
-0.2603	1.225
-0.1898	1.226
-0.1365	1.227
-0.0953	1.228
0.0517	1.229
0.2257	1.23
0.2715	1.231
0.2107	1.232
0.0562	1.233
-0.099	1.234
-0.1913	1.235
-0.2475	1.236
-0.2468	1.237
-0.2041	1.238
-0.12	1.239
-0.0503	1.24
-0.003	1.241
0.0727	1.242
0.2047	1.243
0.21	1.244
0.0952	1.245
0.024	1.246
-0.0075	1.247
0.0412	1.248
0.0255	1.249
0.138	1.25
0.4425	1.251
0.5362	1.252
0.309	1.253
0.009	1.254
-0.2648	1.255
-0.4238	1.256
-0.4823	1.257
-0.5663	1.258
-0.4605	1.259
-0.2933	1.26
-0.0975	1.261
0.0615	1.262
0.0607	1.263
0.0742	1.264
0.0247	1.265
0.0195	1.266
0.033	1.267
0.0795	1.268
0.2587	1.269
0.2752	1.27
0.1792	1.271
0.1117	1.272
0.0045	1.273
-0.0405	1.274
-0.1358	1.275
-0.18	1.276
-0.1605	1.277
-0.2415	1.278
-0.1965	1.279
-0.0863	1.28
0.0742	1.281
0.1725	1.282
0.1672	1.283
0.1777	1.284
0.0705	1.285
-0.0083	1.286
0.0052	1.287
0.0157	1.288
0.0232	1.289
-0.012	1.29
-0.0683	1.291
-0.1095	1.292
-0.1426	1.293
-0.2138	1.294
-0.2753	1.295
-0.2693	1.296
-0.1733	1.297
0.0457	1.298
0.2925	1.299
0.3847	1.3
0.321	1.301
0.1785	1.302
-0.0735	1.303
-0.2048	1.304
-0.273	1.305
-0.3368	1.306
-0.2438	1.307
-0.0443	1.308
0.2715	1.309
0.531	1.31
0.5355	1.311
0.3517	1.312
0.2475	1.313
0.1117	1.314
-0.1028	1.315
-0.3593	1.316
-0.5086	1.317
-0.3578	1.318
-0.3735	1.319
-0.4125	1.32
-0.2798	1.321
-0.1815	1.322
-0.039	1.323
0.0825	1.324
0.1597	1.325
0.1912	1.326
0.1447	1.327
0.1485	1.328
0.1552	1.329
0.021	1.33
-0.0818	1.331
-0.108	1.332
-0.1523	1.333
-0.1988	1.334
-0.2288	1.335
-0.192	1.336
-0.156	1.337
-0.111	1.338
-0.0263	1.339
0.1125	1.34
0.24	1.341
0.222	1.342
0.2047	1.343
0.222	1.344
0.2145	1.345
0.1395	1.346
-0.0375	1.347
-0.198	1.348
-0.27	1.349
-0.1703	1.35
-0.0743	1.351
-0.0503	1.352
-0.03	1.353
-0.0346	1.354
0.1365	1.355
0.3052	1.356
0.1215	1.357
-0.0773	1.358
-0.1365	1.359
-0.1598	1.36
-0.09	1.361
-0.0293	1.362
0.1687	1.363
0.189	1.364
0.0225	1.365
-0.063	1.366
-0.1598	1.367
-0.1208	1.368
-0.084	1.369
-0.0548	1.37
-0.0405	1.371
-0.0525	1.372
-0.0248	1.373
-0.0195	1.374
0.0007	1.375
-0.0008	1.376
0.024	1.377
0.0615	1.378
0.0315	1.379
-0.0375	1.38
-0.1411	1.381
-0.2243	1.382
-0.0803	1.383
0.0442	1.384
-0.0143	1.385
0.0322	1.386
0.141	1.387
0.3217	1.388
0.3735	1.389
0.1785	1.39
0.0435	1.391
0.0675	1.392
0.0262	1.393
-0.114	1.394
-0.2213	1.395
-0.2843	1.396
-0.2595	1.397
-0.3068	1.398
-0.3233	1.399
-0.2288	1.4
-0.1493	1.401
-0.1253	1.402
-0.1426	1.403
0.0742	1.404
0.4522	1.405
0.5152	1.406
0.3667	1.407
0.2122	1.408
-0.024	1.409
-0.2243	1.41
-0.4088	1.411
-0.4178	1.412
-0.33	1.413
-0.2513	1.414
-0.09	1.415
-0.0338	1.416
-0.0818	1.417
-0.114	1.418
-0.042	1.419
0.0562	1.42
0.1155	1.421
0.1995	1.422
0.2062	1.423
0.1275	1.424
0.0877	1.425
0.1252	1.426
0.2242	1.427
0.2287	1.428
0.0825	1.429
-0.0683	1.43
-0.1313	1.431
-0.1373	1.432
-0.105	1.433
0.0015	1.434
0.1087	1.435
0.1095	1.436
-0.015	1.437
-0.1148	1.438
-0.0788	1.439
-0.0143	1.44
0.0112	1.441
0.0142	1.442
0.0315	1.443
-0.0105	1.444
-0.0623	1.445
-0.0593	1.446
-0.0278	1.447
0.015	1.448
-0.0825	1.449
-0.1118	1.45
0.0067	1.451
0.0202	1.452
-0.0256	1.453
-0.0803	1.454
-0.081	1.455
-0.0346	1.456
-0.084	1.457
-0.1178	1.458
-0.1125	1.459
-0.1155	1.46
-0.054	1.461
-0.0863	1.462
-0.1583	1.463
-0.1448	1.464
-0.0465	1.465
